user_id,world_id,question_id,user_response,user_time_spent,user_political_stand,reason,font_color,D,R
5c34fb92-4252-4a48-9ff8-239a2501d197,6,9,,8.482,agree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,3,,7.9808,disagree,,Purple,0.5,0.5
5c34fb92-4252-4a48-9ff8-239a2501d197,6,17,,14.73,disagree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,17,,15.8853,disagree,,Purple,0.5,0.5
5c34fb92-4252-4a48-9ff8-239a2501d197,6,15,,7.584,disagree,,Purple,0.5,0.5
5c34fb92-4252-4a48-9ff8-239a2501d197,6,1,,6.648,agree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,18,,13.2107,agree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,14,,7.0356,disagree,,Purple,0.5,0.5
5c34fb92-4252-4a48-9ff8-239a2501d197,6,16,,8.574,disagree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,11,,7.1248,disagree,,Purple,0.5,0.5
5c34fb92-4252-4a48-9ff8-239a2501d197,6,5,,6.65,agree,,Purple,0.5,0.5
5c34fb92-4252-4a48-9ff8-239a2501d197,6,18,,9.692,disagree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,5,,13.5585,agree,,Purple,0.5,0.5
5c34fb92-4252-4a48-9ff8-239a2501d197,6,12,,7.582,disagree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,13,,11.2331,disagree,,Purple,0.5,0.5
5c34fb92-4252-4a48-9ff8-239a2501d197,6,4,,6.656,disagree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,4,,13.6521,agree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,12,,7.3558,disagree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,19,,9.477,disagree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,2,,13.8936,agree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,15,,6.9749,disagree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,1,,14.6514,agree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,16,,10.5074,agree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,9,,19.5497,disagree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,10,,8.6366,disagree,,Purple,0.5,0.5
5c34fb73-f72f-4f98-8983-ea626d94f60c,10,7,,15.0097,disagree,,Purple,0.5,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,24,,35.785,agree,,Blue,1,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,8,,25.849,agree,,Blue,1,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,16,,16.877,agree,,Red,0,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,19,,48.493,agree,,Blue,1,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,4,,37.228,disagree,,Red,0,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,3,,49.686,agree,,Blue,1,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,14,,6.84,disagree,,Red,0,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,18,,9.409,disagree,,Blue,1,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,13,,10.921,agree,,Red,0,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,5,,44.885,agree,,Blue,1,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,23,,35.5017,disagree,,Blue,1,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,4,,23.1622,disagree,,Blue,1,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,17,,30.357,disagree,,Red,0,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,18,,18.1421,disagree,,Blue,1,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,9,,24.177,agree,,Red,0,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,13,,15.3375,disagree,,Blue,1,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,6,,14.449,agree,,Red,0,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,1,,14.588,disagree,,Red,0,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,12,,8.24,disagree,,Blue,1,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,12,,28.1263,agree,,Blue,1,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,2,,30.331,disagree,,Blue,1,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,7,,17.705,disagree,,Red,0,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,20,,23.147,agree,,Red,0,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,5,,16.8099,agree,,Red,0,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,19,,10.863,disagree,,Blue,1,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,7,,20.348,disagree,,Red,0,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,14,,16.1321,disagree,,Red,0,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,20,,11.1962,agree,,Blue,1,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,10,,17.685,disagree,,Blue,1,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,11,,11.566,disagree,,Red,0,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,10,,14.4216,agree,,Red,0,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,15,,8.2835,agree,,Red,0,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,15,,9.4,agree,,Purple,0.5,0.5
5c350219-f3b7-42bb-87c7-3c618449f9a8,8,1,,14.706,disagree,,Red,0,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,17,,34.4724,disagree,,Blue,1,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,6,,30.5194,agree,,Red,0,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,11,,8.3724,disagree,,Blue,1,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,2,,24.3665,agree,,Red,0,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,9,,9.3514,agree,,Red,0,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,8,,14.8914,disagree,,Blue,1,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,3,,11.8792,disagree,,Purple,0.5,0.5
5c3503ac-72fd-4986-a1a3-6b2c647a902f,3,16,,15.1333,disagree,,Blue,1,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,24,,44.3436,agree,,Red,0,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,6,,41.3267,agree,,Blue,1,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,23,,19.5284,agree,,Purple,0.5,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,6,,6.3721,agree,,Purple,0.5,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,18,,43.6719,disagree,,Red,0,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,3,,6.7119,disagree,,Purple,0.5,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,7,,6.6126,agree,,Purple,0.5,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,5,,16.0147,agree,,Red,0,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,13,,6.7562,agree,,Purple,0.5,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,15,,6.2899,disagree,,Purple,0.5,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,14,,14.0081,agree,,Red,0,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,5,,6.6316,agree,,Purple,0.5,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,10,,6.8023,agree,,Purple,0.5,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,9,,11.6127,disagree,,Purple,0.5,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,19,,24.6217,agree,,Red,0,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,8,,6.5676,disagree,,Purple,0.5,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,1,,6.5111,agree,,Purple,0.5,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,23,,16.8544,agree,,Purple,0.5,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,11,,7.3024,agree,,Purple,0.5,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,18,,6.3144,disagree,,Purple,0.5,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,10,,26.8089,agree,,Red,0,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,11,,11.3646,agree,,Purple,0.5,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,4,,13.0625,disagree,,Purple,0.5,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,15,,12.6102,disagree,,Blue,1,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,8,,11.8985,disagree,,Purple,0.5,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,16,,6.1864,disagree,,Purple,0.5,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,14,,6.8645,disagree,,Purple,0.5,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,6,,8.5727,agree,,Purple,0.5,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,20,,6.7325,agree,,Purple,0.5,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,2,,11.3151,agree,,Purple,0.5,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,12,,7.1636,disagree,,Purple,0.5,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,13,,7.3699,agree,,Purple,0.5,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,17,,6.6184,disagree,,Purple,0.5,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,4,,32.6019,disagree,,Red,0,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,16,,7.2837,agree,,Purple,0.5,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,2,,7.1831,agree,,Purple,0.5,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,11,,11.2213,agree,,Red,0,0.5
5c35080a-69c0-4394-9636-f48bca057b40,4,19,,6.5459,disagree,,Purple,0.5,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,4,,8.2491,agree,,Purple,0.5,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,20,,10.0069,agree,,Purple,0.5,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,13,,14.7055,disagree,,Blue,1,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,3,,9.6515,agree,,Purple,0.5,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,8,,10.5315,disagree,,Blue,1,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,7,,8.8861,agree,,Purple,0.5,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,10,,6.5761,agree,,Purple,0.5,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,12,,10.7188,agree,,Purple,0.5,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,18,,7.0391,disagree,,Purple,0.5,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,2,,31.5924,agree,,Blue,1,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,9,,10.67,agree,,Purple,0.5,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,19,,12.1289,agree,,Purple,0.5,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,3,,35.7075,agree,,Red,0,0.5
5c3508d4-aaf4-4f11-8f0d-d8dea06af4e6,7,23,,22.1411,agree,,Red,0,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,5,,16.2227,agree,,Purple,0.5,0.5
5c350860-d663-4882-b9cc-ad372f4e9343,1,24,,50.128,agree,,Purple,0.5,0
5c35086b-924e-44fe-a0ed-6408e72bee00,2,14,,6.4934,disagree,,Purple,0.5,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,1,,11.8629,agree,,Blue,1,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,17,,15.1307,agree,,Purple,0.5,0.5
5c3508d4-aaf4-4f11-8f0d-d8dea06af4e6,7,2,,18.0374,disagree,,Red,0,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,1,,12.607,agree,,Purple,0.5,0.5
5c3508d4-aaf4-4f11-8f0d-d8dea06af4e6,7,7,,12.5625,disagree,,Red,0,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,12,,29.1867,agree,,Red,0,0.5
5c35086b-924e-44fe-a0ed-6408e72bee00,2,15,,6.7424,agree,,Purple,0.5,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,9,,11.5211,agree,,Red,0,0.5
5c350860-d663-4882-b9cc-ad372f4e9343,1,7,,29.6671,disagree,,Purple,0.5,1
5c3508d4-aaf4-4f11-8f0d-d8dea06af4e6,7,8,,15.7429,agree,,Blue,1,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,7,,10.2453,agree,,Red,0,0.5
5c3508d4-aaf4-4f11-8f0d-d8dea06af4e6,7,18,,10.9346,agree,,Red,0,0.5
5c3508d4-aaf4-4f11-8f0d-d8dea06af4e6,7,11,,7.1389,disagree,,Red,0,0.5
5c350860-d663-4882-b9cc-ad372f4e9343,1,17,,30.727,disagree,,Purple,0.5,0
5c3506bb-04c6-41e6-807f-84397175d740,6,20,,21.0767,agree,,Red,0,0.5
5c3508d4-aaf4-4f11-8f0d-d8dea06af4e6,7,15,,12.445,disagree,,Red,0,0.5
5c3508d4-aaf4-4f11-8f0d-d8dea06af4e6,7,3,,8.4454,disagree,,Blue,1,0.5
5c3506bb-04c6-41e6-807f-84397175d740,6,16,,14.3779,agree,,Purple,0.5,0.5
5c350860-d663-4882-b9cc-ad372f4e9343,1,15,,19.3302,disagree,,Purple,0.5,1
5c3508d4-aaf4-4f11-8f0d-d8dea06af4e6,7,9,,10.5885,agree,,Red,0,0.5
5c350860-d663-4882-b9cc-ad372f4e9343,1,18,,13.5619,disagree,,Purple,0.5,1
5c3508d4-aaf4-4f11-8f0d-d8dea06af4e6,7,14,,11.4816,agree,,Blue,1,0.5
